,numquest,A1_sexe,A2_genre,A2_diff,A3_age_m,A3_age_y,age_groupe,A4_taille,A5_poids,A6_IMC,B01,B02,B03,B04/07,B05/08,Règles,C_AP,Dcons01,Dcons02,Dcons03,Dcons04,Dcons05,Dcons06,Dcons07,Dcons08,Dcons09,Dcons10,Dcons11,Dcons12,Dcons13,Dcons14,Dcons15,Dcons16,Dcons17,Dcons18,Dcons19,Dcons20,Dcons21,Dcons22,Dcons23,EIRI01,EIRI02,EIRI03,EIRI04,EIRI05,EIRI06,EIRI07,EIRI08,EIRI09,EIRI10,EIRI11,EIRI12,EIRI13,EIRI14,F_reseau,F02,F03,Greseau01,Greseau02,Greseau03,Greseau04,Greseau05,Greseau06,Greseau07,Greseau08,Greseau09,Greseau10,Greseau11,Hest01,Hest02,Hest03,Hest04,Hest05,Hest06,Hest07,Hest08,Hest09,Hest10,Hest11,Hest12,Hest13,Hest14,Hest15,Hest16,Hest17,Hest18,Hest19,Hest20,Hest21,Hest22,Hest23,Iobj01,Iobj02,Iobj03,Iobj04,Iobj05,Iobj06,Iobj07,Iobj08,IIpress01,IIpress02,IIpress03,IIpress04,IIpress05,IIpress06,IIpress07,IIpress08,IIpress09,IIpress10,IIpress11,IIpress12,Jcons01,Jcons02,Jcons03,Jcons04,Jcons05,Jcons06,Jcons07,Kinter01,Kinter02,Kinter03,Kinter04,Kinter05,Kinter06,Kinter07,Kinter08,Kinter09,Kinter10,Kinter11,Kinter12,Kinter13,Kinter14,Kinter15,Kinter16,Kinter17,Kinter18,Kinter19,Kinter20,Kinter21,L1tact01,L1tact02,L1tact03,L1tact04,L1tact05,L1tact06,L1tact07,L2tact01,L2tact02,L2tact03,L2tact04,L2tact05,L2tact06,L2tact07,L2tact08,L3mouv01,L3mouv02,L3mouv03,L3mouv04,L3mouv05,L3mouv06,L3mouv07,L3mouv08,L4act01,L4act02,L4act03,L4act04,L4act05,L4act06,L4act07,L4act08,L4act09,L4act10,M1_douleurs_nb,NLpairs01,NLpairs02,NLpairs03,NLpairs04,NLpairs05,NLpairs06,NLpairs07,NLpairs08,NLpairs09,NLpairs10,classe,filiere,diplome_parent,sit_eco,langue,main,departement
197,564,1,1,2,174,14,2,164.0,56.0,20.820939916716245,2,,2,3,4,12,1,3,4,3,5,5,5,5,5,,5,5,4,2,5,5,5,5,4,5,4,5,3,4,3,4,4,3,3,4,4,2,5,5,2,4,3,3,1,5,5,5,5,5,5,3,4,3,4,4,2,4,3,4,2,1,1,3,1,1,2,1,3,3,2,2,3,3,4,3,2,4,2,2,2,1,3,4,5,4,5,5,,5,5,5,5,3,4,5,4,4,5,5,5,3,2,4,4,4,,,3,4,3,5,4,4,3,2,3,3,4,4,3,4,4,3,2,2,2,,,3,2,2,3,3,1,3,3,4,5,2,4,3,3,3,1,3,5,2,1,2,2,2,4,2,5,3,4,5,3,1,2,3,4,2,3,2,3,3,3,3,3,3,3,3,,,3,Y,1,92
198,566,2,2,2,177,14,2,178.0,80.0,25.24933720489837,2,2,2,,,,1,3,1,5,1,3,1,4,1,3,1,1,1,4,1,1,1,4,5,1,4,1,1,1,4,5,1,4,5,5,2,5,4,1,3,3,1,1,1,1,2,2,1,1,4,1,1,1,1,1,1,1,,3,4,5,3,,5,4,5,4,5,,5,,5,4,5,5,5,2,5,4,,2,1,2,1,1,3,1,,,1,1,1,1,1,5,1,1,5,1,1,4,2,,4,4,,,4,2,3,4,1,2,1,5,3,4,5,1,4,4,3,4,1,1,4,4,3,3,3,,5,5,1,2,4,4,5,3,5,2,3,5,2,3,5,4,5,3,5,5,4,4,5,1,5,5,5,1,5,2,0,,,2,,4,,4,4,,4,3,,,4,Y,2,92
199,567,1,1,2,182,15,2,172.0,55.0,18.591130340724717,3,,3,2,4,13,3,4,3,3,3,3,4,5,4,4,2,5,4,4,4,2,2,3,4,3,4,2,4,2,3,4,3,4,4,5,3,3,3,5,4,3,4,3,1,5,3,5,5,4,5,3,3,4,3,4,2,3,3,3,3,1,3,3,1,2,1,2,3,4,4,4,4,3,4,1,2,5,1,4,3,5,4,4,4,5,4,2,,4,4,3,5,2,1,2,4,3,4,5,2,4,5,4,5,4,,,3,5,4,4,3,2,2,4,3,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,4,4,2,4,3,5,4,3,5,3,4,4,5,4,4,2,2,4,4,3,3,3,4,2,4,4,4,2,4,5,,2,,,,,,,,,,3,,,4,Y,2,
200,568,1,1,2,180,15,2,168.0,46.0,16.298185941043087,2,,3,3,4,12,3,4,5,3,4,3,5,5,5,4,3,1,4,4,5,5,4,5,5,5,5,5,4,1,5,2,5,4,5,5,5,4,5,5,3,5,3,4,1,4,4,5,5,5,5,4,4,5,5,4,1,2,4,4,3,5,4,4,3,5,4,5,4,5,5,5,5,4,5,5,5,4,5,5,5,4,3,4,1,1,5,2,,1,1,1,3,1,1,4,1,1,5,1,4,3,3,2,5,5,,,3,4,4,5,1,2,4,4,2,4,5,5,,5,4,4,3,3,4,3,3,5,4,1,5,5,1,5,3,5,5,3,4,3,5,3,5,5,5,3,5,5,4,2,4,1,5,3,5,5,5,1,4,4,2,1,4,1,4,2,1,4,1,4,4,3,,,4,Y,1,92
201,569,2,1,1,173,14,2,170.0,47.0,16.262975778546714,,4,3,,,,1,3,4,4,3,4,3,5,3,3,2,1,3,3,2,3,1,4,4,1,4,1,3,1,1,4,5,2,1,3,2,2,2,2,,2,2,1,1,2,,5,4,2,3,,1,4,5,2,,1,1,2,5,5,1,2,4,5,5,5,4,3,5,,5,5,5,5,5,,4,5,,2,1,2,5,1,3,2,,1,1,1,1,1,1,3,1,1,3,5,2,4,5,1,5,2,,,3,4,5,5,2,3,3,5,2,3,3,1,4,4,4,2,,1,5,5,5,5,2,3,4,2,1,2,3,1,1,2,3,2,1,2,4,4,5,4,3,4,1,3,3,5,3,3,4,4,3,4,3,4,,3,,,,,,,,,,3,,,4,Y,1,92
202,570,1,1,2,179,14,2,170.0,59.0,20.41522491349481,2,,2,,4,9,2,3,4,3,4,5,5,5,4,3,5,5,2,3,3,4,3,4,4,5,5,5,4,4,5,2,4,5,4,5,3,4,5,5,5,4,3,1,1,5,4,5,5,5,5,1,4,5,5,3,1,1,4,4,3,2,3,5,1,3,1,3,4,4,3,3,3,4,4,4,4,3,2,3,3,5,3,4,1,5,5,5,,1,2,1,3,1,3,3,4,1,3,4,3,4,4,3,4,4,,,4,5,5,4,1,1,1,1,1,3,4,5,4,5,5,5,5,4,3,3,3,4,2,5,3,1,1,5,3,3,3,3,5,2,3,3,1,5,1,1,5,3,3,2,4,2,4,2,5,4,2,1,2,2,4,2,3,2,4,1,3,4,3,3,4,3,,,4,Y,2,92
203,571,1,1,2,175,14,2,162.0,45.0,17.146776406035663,4,3,1,3,4,12,3,4,5,3,2,5,4,5,5,5,3,2,3,4,3,1,2,4,4,2,5,3,1,3,5,4,5,4,5,5,5,4,4,5,4,3,1,3,1,4,3,5,5,1,5,2,1,3,1,4,2,4,4,2,3,2,1,3,1,4,2,4,5,3,3,4,3,1,5,4,4,1,3,4,2,4,3,2,1,3,5,,,3,4,3,4,5,2,5,4,4,5,4,1,2,1,5,5,4,,,3,4,,3,1,3,4,1,2,2,5,5,4,2,4,5,1,1,3,2,4,1,4,1,,1,1,2,2,3,3,2,1,1,5,5,5,5,5,2,5,4,4,1,,5,4,1,4,5,2,3,2,5,0,,,,,,,,,,,3,,,4,Y,1,92
204,575,1,0,1,184,15,2,180.0,60.0,18.51851851851852,3,4,2,2,4,12,1,4,4,5,4,4,1,4,1,2,2,4,5,4,4,4,2,4,4,1,4,2,4,1,5,5,5,5,5,5,5,1,5,1,4,1,1,5,1,4,3,5,5,5,5,1,5,1,1,3,5,1,5,2,5,5,1,5,5,5,5,5,5,1,5,4,5,5,5,5,5,1,5,5,5,1,1,1,5,1,5,1,,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,5,5,,,1,5,5,5,1,1,1,1,1,1,5,5,1,5,1,5,1,1,5,5,1,1,1,2,2,5,5,1,5,5,5,1,1,1,5,1,5,5,1,2,5,5,5,5,5,1,1,1,1,5,1,1,1,5,0,4,4,,,4,3,4,4,3,4,3,,,5,Y,1,92
205,577,1,1,2,165,13,1,170.0,59.0,20.41522491349481,4,3,2,3,4,11,1,5,4,,5,5,3,4,5,5,5,3,4,4,4,5,5,4,3,4,4,2,3,3,4,4,5,4,5,4,5,4,5,4,3,3,4,3,1,3,1,4,4,3,2,1,1,3,4,2,2,3,3,3,3,2,2,3,3,2,2,2,4,,3,2,2,4,4,4,5,1,3,3,3,5,3,2,4,2,4,4,,1,2,,1,2,3,,2,3,4,3,2,3,4,4,3,2,,,3,5,3,4,2,,,3,3,,2,4,,4,5,4,3,2,3,4,4,4,5,5,2,3,3,2,3,3,2,3,1,1,3,4,1,4,2,4,2,3,4,4,3,5,3,2,3,2,1,1,3,2,,3,3,3,4,1,3,3,2,3,2,4,,,4,Y,1,je
206,580,1,1,2,170,14,2,159.0,54.0,21.359914560341757,4,4,3,3,4,12,3,4,3,5,5,5,4,5,4,5,3,4,4,5,5,4,3,4,2,5,5,3,4,4,5,3,5,3,5,2,5,4,5,5,4,5,1,2,1,1,1,1,2,2,2,1,1,4,1,2,1,1,1,3,1,1,4,2,3,1,3,1,5,3,3,2,2,1,5,1,2,5,2,1,2,5,3,4,4,5,4,5,,2,3,3,4,2,4,3,4,5,5,4,4,4,4,5,4,4,,,4,5,3,4,3,2,3,1,2,2,4,5,5,4,5,2,3,2,1,1,2,3,3,5,3,2,2,4,3,4,3,3,4,4,5,5,3,5,5,3,5,2,4,2,4,5,3,2,2,4,3,2,1,2,4,,4,4,,1,4,1,1,,,4,,,4,Y,1,
207,587,1,1,2,200,16,2,170.0,61.0,21.107266435986162,3,,3,3,4,15,1,3,3,3,5,3,3,5,5,4,5,4,5,5,3,3,5,3,3,3,3,2,3,5,3,3,5,3,4,2,5,4,5,5,2,5,4,2,1,5,4,5,4,5,5,2,4,4,4,5,2,4,2,3,3,2,4,2,2,1,1,1,1,3,3,2,2,2,3,2,4,1,3,2,2,3,2,3,3,2,4,3,,2,1,1,5,3,1,1,1,2,5,4,2,3,3,4,5,3,,,2,4,3,4,2,2,4,2,3,4,3,3,3,3,4,4,3,3,3,3,3,4,1,5,2,2,3,4,3,2,3,3,1,1,5,1,3,4,5,3,4,3,4,3,2,4,3,3,2,1,2,1,2,2,0,4,4,2,2,2,4,4,2,4,4,0,,,5,Y,1,
208,589,1,1,2,209,17,2,166.0,50.0,18.144868631151112,4,,2,1,4,15,3,3,4,4,1,2,5,4,4,3,2,5,1,3,4,,3,4,3,4,4,4,2,1,1,4,3,4,3,3,3,4,4,1,4,1,1,1,1,5,3,5,4,4,4,3,4,3,3,4,3,2,3,4,3,2,3,3,3,2,2,2,5,4,4,4,4,2,5,5,5,2,3,3,2,4,4,5,3,2,5,4,,1,2,2,2,2,2,3,4,3,5,4,2,1,2,1,2,2,,,1,2,1,4,2,3,4,2,2,2,1,2,2,3,3,1,1,1,4,2,,1,4,2,5,3,,4,5,4,3,4,5,2,4,5,2,5,3,3,5,5,5,4,3,1,3,4,5,4,3,3,3,4,0,4,3,4,2,4,,3,1,,3,0,,,3,Y,1,84
209,590,1,1,2,209,17,2,163.0,45.0,16.937031879257784,4,4,2,4,4,13,2,5,3,4,3,5,3,5,4,4,3,4,2,4,4,2,3,4,5,2,4,2,4,1,5,4,4,4,5,5,5,3,5,5,4,4,4,3,1,5,3,5,5,5,4,3,4,5,3,4,1,5,4,4,3,1,3,3,4,4,3,3,5,3,4,4,4,4,4,4,4,4,2,4,3,4,4,2,3,3,4,2,,2,1,4,3,2,1,3,4,1,5,2,1,4,2,4,5,3,,,4,5,3,5,5,3,2,2,1,2,2,3,3,4,4,4,3,3,4,4,4,4,3,1,3,2,1,4,3,4,4,3,5,2,5,2,3,4,3,4,4,3,5,1,3,1,2,1,2,1,4,4,3,2,0,3,4,3,4,,,,4,,4,0,,,4,Y,1,84
210,591,1,1,2,210,17,2,160.0,55.0,21.484374999999996,4,4,3,4,4,13,4,2,5,3,1,3,5,5,2,4,3,5,1,3,5,2,1,3,2,5,4,3,3,1,2,2,3,3,4,3,3,2,3,2,2,2,1,2,1,5,3,5,4,4,4,4,4,3,2,3,1,1,2,4,2,1,1,2,1,2,1,2,3,3,2,3,2,3,2,3,2,2,1,2,1,5,3,2,5,5,5,5,,1,1,3,2,1,2,4,5,4,5,5,5,4,3,4,5,5,,,3,4,3,5,5,5,4,3,3,3,2,4,3,2,3,2,2,3,2,1,4,3,2,5,1,4,1,5,2,4,3,2,3,2,5,1,5,5,5,1,5,5,5,1,4,4,4,2,5,5,3,3,5,4,4,3,3,4,4,3,2,3,3,4,4,0,,,4,Y,0,84
211,592,1,1,2,220,18,3,160.0,48.0,18.749999999999996,4,4,2,4,4,12,1,4,4,3,4,4,3,5,4,3,4,5,4,3,5,3,3,4,4,5,4,4,5,5,2,5,4,4,4,4,3,1,5,4,5,4,1,1,1,5,5,5,5,5,5,3,4,4,4,3,2,3,3,3,1,1,1,2,1,1,1,1,3,4,1,4,2,1,3,1,2,1,1,2,1,5,4,5,5,4,3,4,,3,2,2,2,2,1,4,3,5,5,5,5,4,2,3,5,5,,,3,5,1,5,3,1,3,2,2,2,3,3,4,3,1,3,1,1,1,3,3,3,2,2,1,3,1,1,3,2,4,2,3,1,5,4,3,1,5,3,5,1,4,2,5,4,4,2,4,5,4,1,4,3,3,4,3,3,4,3,4,4,4,4,4,0,,,4,Y,1,84
212,593,1,1,2,209,17,2,150.0,47.0,20.88888888888889,1,,2,3,4,14,1,3,5,4,3,3,5,4,2,3,4,5,4,4,4,2,5,5,4,4,4,3,4,2,4,4,5,5,5,5,5,4,5,4,4,4,3,2,1,3,5,4,4,4,4,3,3,2,2,2,1,2,4,3,4,4,2,3,3,4,2,3,2,4,3,4,2,5,2,4,5,4,2,4,3,4,2,4,3,4,5,3,,3,1,1,4,1,1,4,3,1,5,4,4,4,4,3,3,3,,,3,5,3,5,2,2,2,2,2,2,4,4,4,5,5,4,2,3,4,4,4,4,4,3,5,3,1,4,3,2,3,2,1,2,5,4,3,4,5,3,3,4,4,4,4,5,3,3,4,4,3,3,4,2,0,2,4,3,4,3,3,4,2,4,4,0,,,4,Y,1,30
213,595,2,2,2,228,19,3,175.0,66.0,21.551020408163264,4,3,4,,,,3,3,4,5,1,3,3,5,1,1,2,4,2,3,4,3,1,1,3,3,1,2,1,1,3,5,4,3,4,4,5,5,4,4,3,2,2,3,1,3,5,5,5,4,4,1,1,3,1,4,1,4,3,4,2,5,1,3,5,3,5,3,5,3,5,4,4,4,5,5,5,4,2,4,1,3,5,3,3,2,4,4,,1,1,5,3,1,1,5,5,1,5,5,2,3,4,4,4,4,,,3,3,3,5,3,4,2,3,4,1,3,3,1,3,3,2,2,3,3,3,3,3,4,4,3,5,1,3,4,3,5,1,5,5,4,4,3,4,5,5,5,4,5,1,3,5,4,2,4,5,5,1,3,5,0,2,,,,,,,,,,0,,,4,Y,1,13
214,596,2,2,2,210,17,2,180.0,68.0,20.98765432098765,4,3,4,,,,3,3,3,3,3,3,4,4,3,4,2,3,2,3,4,3,4,3,2,3,2,3,4,2,4,4,4,4,4,4,4,3,4,3,4,3,3,2,1,5,4,5,4,4,3,4,4,3,2,4,1,3,3,3,4,4,4,4,3,4,2,5,3,4,4,4,4,5,4,5,5,3,4,4,3,4,2,2,3,3,4,4,,1,1,3,2,4,4,5,4,3,4,4,3,4,4,4,5,4,,,3,3,4,5,3,,3,4,3,2,4,3,4,4,3,4,2,3,4,4,4,5,3,5,2,5,1,4,4,5,3,4,5,4,5,3,5,5,5,4,5,5,5,3,4,2,4,3,4,4,3,3,2,4,0,3,2,2,3,3,2,4,1,1,3,0,,,4,Y,1,30
215,598,1,1,2,221,18,3,160.0,53.0,20.703124999999996,4,4,1,4,4,12,4,5,4,5,1,5,3,5,3,5,1,4,1,5,4,5,1,5,5,3,5,1,5,1,4,5,4,5,4,5,4,5,4,4,5,4,5,5,1,4,5,5,4,5,3,2,3,3,1,1,1,1,3,4,1,1,1,1,1,1,1,1,3,4,1,3,2,1,1,1,2,4,1,1,3,5,3,5,5,5,5,3,,3,1,1,5,1,4,5,4,5,5,5,5,5,4,5,5,2,,,4,5,4,5,1,1,1,5,3,5,4,3,5,5,5,1,3,1,1,1,4,3,3,3,3,5,1,4,5,3,3,5,5,3,5,4,5,5,5,1,4,5,5,5,5,5,4,2,4,5,5,1,1,4,,3,4,2,4,4,3,4,4,4,4,0,,,4,Y,1,84
216,599,2,2,2,220,18,3,173.0,64.0,21.383941996057334,4,4,4,,,,1,5,4,3,2,5,5,5,3,5,2,5,1,4,5,3,2,5,5,5,5,3,3,1,3,5,3,5,5,5,3,5,3,3,5,3,2,2,1,5,2,5,5,5,4,4,4,4,1,3,1,1,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,,3,1,1,1,1,1,1,2,3,5,4,5,3,5,5,5,5,,,3,5,3,3,3,4,1,1,1,1,5,5,5,5,5,4,5,4,5,5,5,5,1,5,4,3,1,1,4,5,5,4,2,5,4,3,5,5,5,5,5,5,5,5,2,5,4,2,3,5,5,1,4,5,0,3,3,3,4,3,2,4,2,4,4,0,,,4,Y,0,84
217,600,2,2,2,214,17,2,170.0,55.0,19.031141868512112,3,3,3,,,,3,4,4,4,3,4,4,4,2,3,3,4,3,4,4,3,1,4,4,3,4,3,4,2,4,4,4,4,4,3,4,4,4,4,3,4,3,4,1,3,2,5,4,4,3,3,4,4,3,4,2,3,4,3,4,4,3,4,2,4,2,4,3,3,4,2,4,4,4,5,5,3,2,4,3,2,2,1,2,2,4,2,,2,4,3,2,2,4,3,2,2,5,3,2,4,3,4,4,3,,,4,5,4,5,2,3,2,4,3,4,4,4,5,5,4,3,4,3,5,4,4,5,3,5,3,4,1,4,3,4,4,3,5,4,5,3,4,4,5,3,5,5,5,4,3,5,2,3,2,3,4,4,4,3,0,3,4,3,4,2,4,3,3,4,4,0,,,4,Y,1,13
218,603,1,1,2,210,17,2,172.0,54.0,18.25310978907518,4,4,4,4,4,13,1,5,3,4,2,5,3,5,4,5,3,4,2,3,3,3,2,2,4,2,4,2,2,2,2,4,3,4,3,3,5,4,5,3,4,3,2,3,1,2,5,4,3,4,4,1,1,1,1,1,1,1,4,4,3,2,1,3,4,4,5,4,5,4,3,,4,5,3,4,5,4,4,3,4,3,2,2,2,1,3,2,,1,1,1,1,1,1,4,3,1,4,2,1,4,3,2,4,4,,,4,3,4,4,2,3,4,5,2,3,5,2,4,2,2,1,1,1,4,5,4,,3,4,5,5,1,4,3,3,3,3,4,2,3,4,5,3,5,2,3,2,4,3,2,3,4,2,2,4,3,2,1,3,2,4,3,3,4,4,3,2,3,4,4,0,,,4,Y,1,84
219,606,2,2,2,215,17,2,176.0,50.0,16.141528925619834,4,3,4,,,,1,4,5,5,4,4,5,5,5,4,4,5,2,4,5,5,5,5,4,4,5,5,5,5,5,4,4,4,5,4,5,3,5,4,5,5,4,4,1,1,1,4,1,4,1,1,1,1,2,1,1,1,3,4,3,5,3,4,4,5,4,5,5,4,4,2,5,5,5,5,5,4,2,4,4,4,2,4,3,1,4,2,,1,3,1,4,1,1,1,1,1,5,3,2,5,4,5,5,4,,,5,4,3,5,2,3,3,4,3,3,5,2,4,5,4,3,4,3,4,3,4,3,4,4,1,2,2,3,4,2,2,3,1,1,5,4,1,4,5,1,5,2,4,5,4,2,4,1,2,5,1,1,1,1,0,4,4,3,4,4,4,4,4,4,4,0,,,3,Y,1,84
220,608,2,2,2,230,19,3,168.0,70.0,24.801587301587304,,3,4,,,,1,5,4,5,5,5,3,5,4,5,4,3,5,3,4,5,3,4,4,2,3,3,3,3,2,5,3,4,3,5,3,2,4,3,3,3,3,3,1,5,1,5,4,3,3,1,1,1,3,4,3,3,3,3,4,3,2,3,4,,3,,5,,5,3,4,3,5,4,5,2,3,4,3,3,2,2,2,4,4,3,,1,1,1,1,1,1,3,2,1,5,3,3,4,2,5,5,3,,,3,5,4,3,4,4,4,3,2,1,1,2,3,5,3,4,4,3,5,4,4,3,5,4,3,4,2,1,2,2,4,1,4,3,5,2,2,2,5,3,5,2,5,2,1,3,3,1,3,3,3,1,3,2,0,3,3,3,4,2,4,3,3,4,4,0,,,4,N,1,
221,609,1,0,1,218,18,3,168.0,65.0,23.030045351473927,4,4,3,4,4,10,2,5,5,5,3,5,4,4,1,5,2,3,2,5,4,5,3,3,5,4,5,3,5,3,5,5,1,4,4,5,4,3,5,5,5,5,4,4,1,2,3,4,3,4,3,2,2,3,1,3,1,2,3,3,3,3,1,3,5,3,3,3,5,3,3,3,3,3,3,3,3,1,3,3,3,4,2,2,4,4,4,4,,4,3,4,2,4,4,3,1,4,4,4,4,5,4,5,5,4,,,4,4,4,4,3,2,2,1,1,3,4,4,5,5,5,5,5,4,4,4,4,4,1,5,2,2,1,3,4,2,2,4,4,3,5,3,3,5,3,3,3,4,4,2,3,4,5,1,3,4,2,4,3,1,1,3,4,,4,4,,4,,4,4,0,,,3,Y,1,30
222,611,1,1,2,217,18,3,160.0,45.0,17.578124999999996,2,4,2,2,4,11,3,4,5,4,4,5,4,4,3,4,3,4,4,5,3,3,3,3,4,4,5,2,3,1,4,5,4,4,5,4,4,3,5,5,4,5,5,3,1,4,5,5,5,5,3,4,4,4,1,4,1,3,2,5,4,3,2,3,2,2,2,2,4,5,4,3,4,1,3,3,2,1,1,4,2,5,2,2,2,4,5,3,,1,1,3,4,1,1,4,3,4,4,5,5,5,4,5,5,4,,,5,5,2,5,4,3,4,1,1,1,5,5,4,4,5,5,3,2,3,3,4,3,5,4,2,5,1,3,3,4,4,4,5,1,5,3,3,5,5,2,4,5,5,2,4,4,3,2,5,5,4,2,4,2,1,,,2,4,4,4,4,2,4,4,0,,,4,Y,1,13
223,612,2,2,2,214,17,2,180.0,62.0,19.1358024691358,4,3,2,,,,3,4,4,4,2,5,3,5,1,5,2,3,1,4,2,3,3,3,4,2,2,2,4,1,3,5,4,4,4,4,4,1,5,4,5,3,4,3,1,5,1,5,4,5,4,4,4,3,2,2,2,2,4,4,4,2,2,3,2,2,2,2,5,4,5,3,4,2,5,5,5,4,3,4,4,2,3,2,4,3,4,3,,1,1,1,1,2,1,4,4,1,5,4,2,3,2,4,4,3,,,4,5,3,2,3,3,1,2,2,2,2,3,3,4,3,4,3,4,4,3,3,5,4,3,5,3,1,1,1,2,3,1,3,5,3,5,4,5,4,4,5,5,5,4,4,5,4,1,5,5,3,5,3,3,0,,,,,,,,,,,0,,,4,,1,
224,614,1,1,2,213,17,2,159.0,52.0,20.56880661366243,4,4,3,4,4,10,1,5,4,5,4,5,4,4,5,1,3,4,4,5,5,4,5,3,4,4,4,4,4,4,3,5,4,5,5,4,4,4,5,5,4,5,2,3,1,3,2,4,3,3,4,4,4,4,3,3,1,2,1,4,2,4,3,3,2,3,2,3,3,4,3,,3,3,3,4,4,3,2,3,2,4,2,3,4,4,4,4,,1,2,2,4,1,3,2,2,5,5,4,5,3,3,3,5,3,,,2,4,,3,3,3,3,4,2,3,3,3,4,3,4,4,2,3,3,5,4,4,2,5,2,4,3,5,3,4,4,3,4,3,4,3,4,4,5,4,4,3,5,2,4,4,4,2,3,4,2,2,2,4,,3,4,2,3,3,2,4,1,4,3,0,,,3,Y,1,13
225,615,1,1,2,209,17,2,162.0,66.0,25.14860539551897,1,4,4,4,4,11,2,1,3,,5,3,4,3,5,2,5,5,4,3,5,3,5,4,2,5,4,4,,3,4,4,5,5,4,3,5,1,4,4,3,5,5,2,1,5,5,5,5,5,5,5,5,3,5,4,4,3,1,4,1,1,3,1,1,1,1,1,1,3,1,1,1,2,2,1,1,5,1,1,1,1,3,4,5,1,1,1,,5,4,3,2,4,3,4,3,5,5,4,1,2,1,3,4,5,,,1,4,1,4,1,5,4,2,4,1,1,4,2,3,4,1,1,1,1,1,1,4,2,5,1,3,1,5,4,4,5,4,3,3,2,4,5,4,5,1,5,3,1,2,4,3,4,3,4,5,5,3,3,5,3,,,,,,,,,,,0,,,5,Y,1,13
226,616,2,2,2,212,17,2,180.0,81.0,25.0,4,3,2,,,,1,4,4,4,4,3,4,2,4,3,4,3,1,4,4,3,4,4,4,4,4,4,4,4,3,3,1,4,3,3,1,2,4,3,3,3,4,2,1,5,3,5,5,5,5,5,4,3,3,3,2,2,4,3,3,1,4,4,2,2,2,2,5,3,3,4,4,4,5,3,4,4,2,3,3,4,2,2,2,4,4,4,,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,,,4,4,4,4,2,3,3,1,2,2,3,3,4,3,4,4,2,1,2,3,2,4,3,2,1,3,3,3,4,3,1,2,2,3,5,4,2,5,4,2,1,3,3,3,2,3,4,2,3,3,2,1,1,2,0,,4,,,,,,,,,0,,,3,Y,1,84
227,617,2,2,2,209,17,2,186.0,69.0,19.944502254595903,4,3,4,,,,1,2,5,4,3,1,4,2,4,2,3,3,4,3,4,2,4,3,2,3,4,4,2,4,4,4,3,3,3,4,4,2,5,1,1,3,1,1,1,5,2,5,4,5,5,1,1,3,4,5,2,3,1,4,4,5,2,3,4,4,4,4,4,3,4,4,4,5,4,5,5,2,5,4,3,2,3,3,4,2,4,2,,1,1,2,3,1,1,1,1,1,4,2,1,3,2,4,4,3,,,3,4,3,4,2,4,2,3,4,4,1,2,1,3,1,2,1,1,4,4,4,1,3,4,3,3,1,3,3,5,3,2,4,3,4,5,2,3,5,3,5,3,5,5,4,4,2,2,4,4,3,1,4,2,0,2,2,2,3,2,3,2,2,3,2,0,,,3,N,1,13
228,618,1,1,2,217,18,3,163.0,53.0,19.94805976890361,4,4,4,4,4,14,1,4,3,5,4,5,3,5,1,1,3,4,2,4,5,1,4,3,1,4,5,5,2,2,5,5,3,2,5,5,3,1,5,2,2,4,2,4,1,5,5,5,5,5,5,3,2,4,4,5,1,5,2,3,2,3,3,3,2,3,1,2,3,2,2,3,2,5,3,2,4,5,3,2,1,5,4,4,4,5,5,5,,1,1,1,1,1,1,2,2,5,5,5,5,2,1,4,5,4,,,1,1,1,1,2,3,3,4,5,5,1,1,1,4,1,1,1,1,3,1,3,4,1,3,5,4,4,4,4,3,4,3,4,4,5,2,3,5,5,3,5,3,1,1,3,2,5,3,4,3,4,1,1,3,0,,3,1,,,,,,,,0,,,4,Y,1,84
229,619,1,1,2,219,18,3,161.0,60.0,23.147255121330193,4,4,4,4,4,12,3,5,5,1,2,5,4,5,2,4,2,4,5,4,5,3,3,2,4,3,4,1,4,3,5,3,4,5,5,5,5,3,5,4,4,4,3,4,1,1,4,5,3,3,3,2,3,4,2,3,1,1,4,5,5,4,2,4,4,3,4,3,5,4,5,4,5,4,5,4,4,2,2,4,4,4,4,3,4,2,2,4,,1,1,1,1,1,1,3,4,3,5,4,2,3,5,5,3,4,,,4,4,4,3,4,3,1,5,3,5,3,4,5,3,3,3,2,2,5,4,5,3,3,3,4,5,1,3,1,1,4,2,4,2,5,4,5,3,5,2,4,5,5,5,3,4,2,3,4,3,3,4,4,5,1,3,,4,4,4,,4,,4,4,0,,,4,Y,1,84
