,numquest,A1_sexe,A2_genre,A2_diff,A3_age_m,A3_age_y,age_groupe,A4_taille,A5_poids,A6_IMC,B01,B02,B03,B04/07,B05/08,Règles,C_AP,Dcons01,Dcons02,Dcons03,Dcons04,Dcons05,Dcons06,Dcons07,Dcons08,Dcons09,Dcons10,Dcons11,Dcons12,Dcons13,Dcons14,Dcons15,Dcons16,Dcons17,Dcons18,Dcons19,Dcons20,Dcons21,Dcons22,Dcons23,EIRI01,EIRI02,EIRI03,EIRI04,EIRI05,EIRI06,EIRI07,EIRI08,EIRI09,EIRI10,EIRI11,EIRI12,EIRI13,EIRI14,F_reseau,F02,F03,Greseau01,Greseau02,Greseau03,Greseau04,Greseau05,Greseau06,Greseau07,Greseau08,Greseau09,Greseau10,Greseau11,Hest01,Hest02,Hest03,Hest04,Hest05,Hest06,Hest07,Hest08,Hest09,Hest10,Hest11,Hest12,Hest13,Hest14,Hest15,Hest16,Hest17,Hest18,Hest19,Hest20,Hest21,Hest22,Hest23,Iobj01,Iobj02,Iobj03,Iobj04,Iobj05,Iobj06,Iobj07,Iobj08,IIpress01,IIpress02,IIpress03,IIpress04,IIpress05,IIpress06,IIpress07,IIpress08,IIpress09,IIpress10,IIpress11,IIpress12,Jcons01,Jcons02,Jcons03,Jcons04,Jcons05,Jcons06,Jcons07,Kinter01,Kinter02,Kinter03,Kinter04,Kinter05,Kinter06,Kinter07,Kinter08,Kinter09,Kinter10,Kinter11,Kinter12,Kinter13,Kinter14,Kinter15,Kinter16,Kinter17,Kinter18,Kinter19,Kinter20,Kinter21,L1tact01,L1tact02,L1tact03,L1tact04,L1tact05,L1tact06,L1tact07,L2tact01,L2tact02,L2tact03,L2tact04,L2tact05,L2tact06,L2tact07,L2tact08,L3mouv01,L3mouv02,L3mouv03,L3mouv04,L3mouv05,L3mouv06,L3mouv07,L3mouv08,L4act01,L4act02,L4act03,L4act04,L4act05,L4act06,L4act07,L4act08,L4act09,L4act10,M1_douleurs_nb,NLpairs01,NLpairs02,NLpairs03,NLpairs04,NLpairs05,NLpairs06,NLpairs07,NLpairs08,NLpairs09,NLpairs10,classe,filiere,diplome_parent,sit_eco,langue,main,departement
164,513,1,1,2,215,17,2,175.0,90.0,29.387755102040817,4,4,4,4,4,12,3,4,5,4,5,5,5,4,3,2,1,5,5,5,5,4,5,5,5,5,4,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,,5,5,5,5,4,3,3,5,4,2,1,2,4,1,1,2,1,1,1,1,1,5,2,1,2,1,1,1,1,1,5,1,1,2,5,2,3,5,5,5,5,,4,5,5,4,1,3,2,1,3,5,5,4,2,4,3,5,5,,,2,4,2,4,5,,2,5,2,4,3,4,5,5,5,4,4,4,1,5,5,1,4,5,2,2,1,5,1,5,5,3,5,1,5,3,4,5,5,1,5,3,5,2,4,1,5,1,1,2,4,2,5,1,0,4,4,4,4,1,4,4,4,4,1,0,,,4,Y,1,68
165,514,2,2,2,214,17,2,172.0,62.0,20.9572742022715,4,4,3,,,,4,3,4,4,4,2,3,3,3,3,4,3,2,4,4,2,3,4,4,3,4,2,3,2,4,4,3,4,4,4,4,3,4,3,4,4,3,5,1,3,4,5,4,4,4,3,4,2,4,3,2,2,5,,4,3,1,4,4,4,4,4,5,2,5,3,4,5,5,5,5,2,4,4,3,3,2,3,2,2,3,2,,1,2,2,4,1,1,2,2,1,4,4,1,3,3,4,3,3,,,4,4,2,2,2,3,2,4,4,4,2,3,2,3,3,4,2,2,4,3,3,4,3,3,2,2,2,3,1,2,3,1,2,2,3,2,5,4,5,3,4,5,4,3,3,4,3,2,4,3,2,3,2,2,2,,,,,,,4,,,4,0,,,4,Y,1,68
166,515,1,1,2,210,17,2,171.0,70.0,23.938989774631512,4,,4,3,4,13,3,2,5,3,1,5,5,5,2,2,1,5,1,5,4,4,2,4,5,5,5,1,4,1,5,5,5,4,5,4,5,4,5,5,4,5,3,4,1,4,4,5,4,3,5,2,2,1,1,3,1,1,3,4,2,1,1,3,1,1,3,3,5,4,3,3,3,2,3,1,2,2,3,3,4,4,2,3,2,4,5,4,,3,1,2,1,1,1,1,1,1,5,3,2,4,5,5,5,5,,,4,4,5,5,4,2,3,2,3,4,5,4,5,5,4,4,3,3,3,3,4,5,2,3,5,5,1,5,2,3,4,1,3,2,5,2,2,4,5,4,5,4,5,3,1,4,4,1,5,3,4,2,5,3,1,4,4,4,4,4,4,4,3,4,4,0,,,4,Y,1,68
167,516,1,1,2,235,19,3,158.0,66.0,26.43807082198365,4,4,2,4,4,12,3,3,3,4,4,4,4,4,3,5,3,4,5,3,4,4,4,4,4,3,4,4,4,3,2,3,5,5,4,4,3,3,4,3,4,4,4,3,1,4,1,5,1,5,3,1,3,2,3,5,1,4,3,4,2,1,3,3,2,2,3,2,5,4,4,3,3,1,5,5,5,2,3,2,2,4,1,3,4,2,2,4,,5,3,4,3,5,2,5,3,5,5,4,4,4,3,3,4,4,,,2,4,3,3,2,3,2,2,1,3,3,4,4,4,4,3,1,2,3,3,3,5,3,5,2,2,1,2,1,3,4,1,2,1,3,1,2,5,3,4,4,5,5,5,2,3,2,3,2,3,2,1,2,1,0,2,2,,4,2,4,4,3,2,,0,,,4,Y,1,
168,517,1,1,2,230,19,3,172.0,59.0,19.94321254732288,4,,3,3,4,13,1,3,4,5,5,5,5,3,5,5,3,5,1,5,5,4,5,5,5,5,3,4,4,5,5,5,2,5,5,5,5,5,5,5,3,4,4,5,1,5,3,5,5,5,5,1,1,3,2,3,1,2,2,4,1,3,3,3,5,2,1,2,5,3,1,2,1,2,1,3,1,4,1,3,1,1,1,1,5,4,3,5,,4,3,5,5,1,4,5,3,5,5,2,1,1,4,5,1,3,,,1,4,4,3,,2,2,1,2,4,4,3,3,2,5,4,1,2,1,5,3,3,1,1,4,1,5,5,3,4,3,4,4,1,5,5,3,3,5,1,4,3,,1,4,3,3,3,1,1,2,,1,1,4,2,4,2,4,2,,,,,,0,,,5,N,1,68
169,518,1,1,2,213,17,2,164.0,77.0,28.628792385484836,4,4,3,3,4,11,1,4,4,3,5,4,5,5,2,2,5,3,4,3,4,3,4,4,5,3,5,3,,3,4,4,4,4,4,5,4,3,4,4,5,4,3,3,1,,3,5,4,4,5,2,2,5,5,3,3,1,3,3,2,2,2,2,3,1,2,2,3,,3,2,2,1,5,4,4,3,3,2,2,3,3,3,4,2,4,4,,4,4,2,3,1,1,1,1,4,5,3,4,1,4,4,5,5,,,5,5,5,5,4,4,3,2,2,1,3,3,4,4,4,4,3,4,2,,3,5,5,3,3,3,2,5,2,3,4,2,2,2,5,3,5,3,5,3,5,2,5,3,4,3,5,2,4,3,3,2,2,2,0,4,4,4,4,4,4,4,1,4,4,0,,,4,Y,1,68
170,519,1,1,2,212,17,2,172.0,60.0,20.281233098972418,4,,2,4,4,12,1,3,5,2,3,4,4,5,5,3,5,2,3,4,4,4,5,5,5,5,5,5,4,5,5,5,4,5,4,5,4,2,5,5,3,5,5,3,1,5,4,5,5,5,5,3,2,4,3,5,5,5,2,3,4,3,2,3,1,5,1,5,3,4,4,3,3,5,5,5,5,2,3,4,1,5,3,4,5,4,3,5,,1,2,1,3,1,1,1,1,2,4,4,4,5,4,5,5,4,,,3,4,5,5,1,1,2,4,4,5,5,5,4,3,4,4,3,3,4,3,4,4,5,5,5,4,1,4,5,2,3,3,4,5,5,2,4,1,5,4,5,1,5,3,3,3,4,1,1,4,3,1,2,1,0,4,4,2,3,4,4,1,1,4,4,0,,,5,Y,1,68
171,520,1,1,2,209,17,2,165.0,82.0,30.119375573921033,4,4,3,4,4,13,1,3,5,2,5,5,4,5,2,5,4,5,5,3,5,5,4,5,3,5,4,5,2,5,5,4,5,5,5,4,5,3,5,5,4,5,1,5,1,4,1,5,3,5,5,1,3,4,5,1,3,1,2,4,1,1,2,1,1,1,3,1,5,4,3,1,1,1,2,1,1,3,2,1,1,5,1,1,5,5,4,5,,1,4,4,1,3,2,4,1,4,5,4,5,4,4,5,5,5,,,4,5,4,5,4,5,3,4,3,4,5,3,4,5,5,4,2,5,1,3,4,4,3,5,3,2,1,5,4,3,4,5,2,1,5,1,3,5,5,2,5,5,2,2,1,2,5,2,3,4,4,1,4,1,2,,,,,,,,,,,0,,,4,Y,1,68
172,521,1,1,2,213,17,2,156.0,57.0,23.422090729783037,4,4,2,4,4,12,1,4,5,4,5,5,5,5,4,3,5,4,5,4,4,3,5,5,3,4,4,4,2,5,3,4,5,4,4,3,5,2,5,4,1,5,3,5,1,3,2,5,5,4,5,1,1,1,4,1,1,1,2,4,2,1,1,2,2,2,3,2,3,3,4,4,4,2,4,3,3,1,3,3,3,4,5,5,5,4,4,5,,,3,2,1,4,3,4,2,5,5,4,4,4,2,5,5,5,,,4,5,1,5,5,5,5,2,2,4,4,3,2,2,3,1,1,1,3,3,2,2,3,3,3,5,5,3,1,2,3,1,3,3,5,2,1,4,4,2,2,2,3,3,4,3,2,2,2,3,3,1,3,3,0,2,2,2,4,1,4,1,,4,4,0,,,5,Y,1,68
173,522,1,1,2,216,18,3,172.0,62.0,20.9572742022715,3,4,3,4,4,13,2,4,5,3,2,5,5,5,1,5,4,5,3,5,5,5,5,4,3,5,4,5,2,4,5,1,4,4,5,5,4,1,5,5,5,4,1,3,1,4,3,5,5,5,5,3,4,5,3,5,4,2,3,4,2,3,3,3,5,3,4,3,5,4,5,3,4,3,5,4,5,4,1,3,4,5,5,2,5,5,5,5,,1,1,1,3,1,3,4,5,1,5,3,4,5,3,5,5,5,,,4,5,5,4,4,3,1,3,1,2,4,5,4,4,5,5,3,4,4,5,5,1,4,5,2,1,1,5,3,3,1,4,2,3,5,2,4,5,5,2,3,4,5,1,4,4,4,2,5,5,2,2,2,2,1,4,4,4,4,4,4,4,1,4,4,0,,,4,Y,1,68
174,523,1,1,2,212,17,2,164.0,56.0,20.820939916716245,4,,2,4,4,13,3,2,5,4,5,2,4,5,3,4,5,5,3,5,5,3,4,5,5,3,4,2,3,1,5,1,5,3,5,5,5,3,5,5,5,5,1,1,1,5,5,5,5,5,5,3,3,4,3,3,1,3,5,4,1,1,5,1,1,1,1,1,1,4,5,1,1,2,3,2,3,5,1,1,1,5,4,5,5,5,5,2,,1,2,5,4,1,2,5,1,4,5,5,5,,1,3,4,5,,,1,5,3,4,1,1,1,4,4,4,5,4,3,5,2,2,1,1,1,1,4,2,5,4,3,3,1,5,1,2,4,1,5,5,4,2,3,4,5,3,5,3,4,2,4,5,4,2,4,3,5,2,4,5,2,4,3,3,3,4,4,4,3,4,4,0,,,4,Y,1,68
175,525,1,1,2,237,19,3,160.0,60.0,23.437499999999996,4,4,4,4,4,12,2,4,5,2,5,3,4,5,5,2,5,5,3,3,5,4,5,5,3,5,3,5,4,5,5,3,3,4,4,4,3,4,4,4,4,3,4,4,1,2,3,4,4,2,4,4,4,4,4,2,2,2,2,3,1,3,1,2,2,2,3,1,5,4,4,2,1,1,5,3,3,1,3,2,3,4,5,4,3,2,4,4,,1,1,1,2,1,1,1,2,1,5,2,1,4,3,3,4,2,,,2,4,3,5,1,1,2,3,4,2,2,2,3,3,4,2,1,1,3,3,2,4,4,3,3,4,1,1,4,4,4,2,2,2,4,4,5,5,5,3,4,4,4,4,4,5,4,5,5,5,5,1,5,4,0,4,1,4,4,4,3,4,4,3,3,0,,,4,Y,2,68
176,527,1,1,2,200,16,2,158.0,58.0,23.233456176894723,,,2,3,4,11,1,3,2,3,5,4,4,4,5,2,4,4,3,3,4,2,4,3,3,2,2,3,,2,2,1,1,4,4,5,1,1,2,3,3,4,2,2,1,5,1,5,5,5,5,1,1,4,4,4,4,3,3,4,4,5,3,3,4,3,4,3,5,4,5,4,5,4,5,5,5,5,5,5,3,2,3,1,4,5,5,5,,1,1,1,5,4,1,3,3,1,4,5,1,1,3,1,3,4,,,1,4,1,1,1,2,3,1,5,,1,2,,,,2,4,1,5,5,5,4,5,1,2,2,5,5,1,5,1,5,1,1,1,3,3,1,5,2,1,1,4,5,1,1,3,3,3,2,3,1,2,1,,4,,4,2,,4,,,,,1,,,,N,1,59
177,528,2,2,2,213,17,2,168.0,75.0,26.573129251700685,1,4,2,,,,2,4,2,3,1,5,5,5,1,4,4,5,2,5,4,3,1,3,5,1,1,1,3,1,4,2,5,5,5,4,5,4,5,4,4,5,4,5,1,1,1,1,2,1,2,1,3,2,1,1,1,1,2,2,2,3,2,2,3,3,2,3,5,2,3,2,2,3,3,3,3,1,3,3,2,3,2,2,2,2,2,2,,4,4,5,2,1,1,5,5,3,5,2,3,3,4,4,4,4,,,2,4,3,4,2,4,4,3,3,,4,5,4,4,4,2,4,2,3,4,3,3,4,4,5,4,2,4,4,4,4,4,4,4,5,5,1,3,5,4,5,4,4,2,4,4,3,2,3,5,5,2,3,3,0,4,4,3,4,4,4,2,3,3,4,0,,,1,Y,1,68
178,529,1,1,2,216,18,3,163.0,52.0,19.57168128269788,4,4,4,4,4,12,1,1,3,5,3,2,3,5,3,4,2,2,4,3,3,2,4,3,3,2,4,3,,3,3,4,4,5,3,3,5,3,4,3,,3,2,3,1,5,2,5,5,5,5,3,3,3,3,4,2,2,3,4,5,5,1,4,4,4,3,4,5,4,4,5,5,5,5,5,5,4,4,5,4,3,3,3,4,2,4,2,,2,2,4,4,1,2,3,2,4,5,4,4,3,2,4,4,3,,,3,4,3,4,4,4,3,3,2,2,5,4,4,4,3,5,3,3,5,5,4,4,1,2,4,2,2,3,1,3,4,1,4,2,4,3,2,4,5,4,5,2,5,2,3,5,3,2,4,4,3,3,3,1,4,,,,,,,,,,,0,,,3,Y,1,90
179,531,1,1,2,219,18,3,168.0,70.0,24.801587301587304,2,3,4,4,4,12,3,5,5,4,5,5,4,4,5,4,5,4,2,5,4,5,5,5,4,5,5,4,4,5,5,2,5,5,5,5,5,5,5,5,4,5,4,5,1,3,2,4,4,1,1,2,3,4,1,1,1,1,2,3,3,4,1,3,5,4,4,3,5,3,5,3,4,3,4,4,5,1,4,3,3,2,2,2,2,1,3,4,,1,1,1,1,1,4,5,5,1,5,1,1,4,5,5,4,5,,,3,4,4,4,3,3,2,1,2,1,4,4,4,5,5,3,4,4,4,4,4,5,3,5,3,5,3,5,5,3,4,5,2,3,5,3,,4,5,2,4,5,3,5,3,1,2,1,5,1,1,1,5,5,2,4,4,3,4,1,4,4,3,4,4,0,,,3,Y,1,68
180,532,1,1,2,210,17,2,165.0,61.0,22.4058769513315,,,,2,4,14,1,,4,3,3,3,3,4,3,,3,2,5,4,4,3,3,3,3,3,3,3,,2,3,3,5,3,3,,5,3,5,4,,4,4,3,1,3,2,5,4,4,4,3,3,5,2,2,1,1,4,3,3,2,2,4,3,3,3,3,5,3,4,4,4,3,5,4,3,1,4,3,4,5,5,2,1,3,4,2,,1,1,,4,3,1,,2,3,,5,3,2,,5,4,4,,,1,3,3,3,,4,3,5,4,3,3,3,4,4,3,3,1,3,4,3,4,3,3,1,5,3,1,3,2,4,4,3,5,2,3,4,5,5,3,2,,3,4,3,3,4,5,4,5,1,4,1,3,3,,,3,2,,,,,,,,0,,,3,Y,1,68
181,533,1,1,2,223,18,3,163.0,65.0,24.46460160337235,4,4,4,4,4,11,1,5,4,5,5,5,5,5,5,1,5,5,5,1,5,5,5,1,1,5,5,5,1,5,5,1,5,1,5,5,5,5,5,5,1,5,1,5,1,5,1,5,5,5,5,1,5,5,1,5,1,1,3,4,3,1,2,3,1,1,1,1,5,2,5,1,1,1,5,1,1,1,1,1,1,1,1,,2,5,5,5,,5,1,5,1,1,1,5,1,1,1,1,1,1,5,5,1,5,,,1,5,1,5,1,1,1,1,1,1,5,5,,1,5,,5,1,1,1,1,5,1,5,5,5,1,1,5,5,5,5,5,1,5,5,4,5,4,1,5,1,1,1,2,5,1,1,1,1,1,1,1,1,2,,,,,,,,,,,0,,,3,Y,1,68
182,534,1,1,2,218,18,3,167.0,79.0,28.326580372189753,4,4,4,4,4,8,1,2,3,5,5,4,3,5,5,5,4,3,2,2,2,3,2,3,4,3,3,1,2,5,4,3,2,2,5,3,5,4,5,5,5,4,1,3,1,4,2,5,4,5,4,3,3,4,4,2,3,1,2,2,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,5,1,3,5,5,2,5,,5,5,5,5,1,4,5,1,2,4,5,5,5,1,1,1,3,,,1,1,1,4,1,2,2,2,5,5,4,4,3,3,2,2,1,1,1,1,1,1,4,4,3,2,1,5,1,3,3,1,4,2,4,1,4,5,5,1,1,4,2,1,5,4,2,3,2,3,1,1,3,3,1,4,4,2,3,2,4,4,2,4,4,0,,,4,Y,1,68
183,535,1,1,2,215,17,2,169.0,69.0,24.158817968558527,4,,2,3,4,13,1,5,5,5,5,3,5,2,5,2,5,5,1,4,5,3,5,5,3,5,5,4,3,5,4,3,4,3,4,4,2,2,4,5,5,5,3,3,1,4,2,4,4,3,4,2,3,4,4,3,2,1,2,4,1,1,2,1,1,1,1,1,1,3,1,1,1,4,3,1,2,3,1,2,2,5,3,4,5,5,5,5,,4,1,5,1,1,1,3,3,1,3,1,5,4,4,5,5,5,,,3,5,3,5,1,1,2,2,3,3,5,5,5,3,5,5,5,5,1,3,5,4,1,5,1,1,1,5,4,1,3,3,1,1,5,1,3,3,5,1,3,3,2,1,5,5,3,1,2,2,3,2,1,,,3,4,3,4,1,4,3,,3,1,0,,,4,Y,1,Al
184,540,1,1,2,212,17,2,158.0,67.0,26.83864765261977,1,4,2,4,4,12,2,5,5,1,4,5,4,5,5,2,4,4,2,3,5,1,2,3,3,4,5,1,4,1,4,5,4,3,5,4,5,2,5,4,3,3,1,3,1,4,5,4,5,5,5,1,3,2,2,4,1,3,4,4,2,1,3,2,1,1,1,1,4,4,3,4,4,1,4,2,1,3,1,1,1,5,5,5,4,4,5,4,,3,2,2,5,1,1,4,3,4,5,5,4,4,4,3,2,4,,,3,5,2,4,3,3,3,5,3,3,5,3,3,2,5,3,2,1,2,4,3,1,4,3,2,1,4,2,2,3,3,4,2,4,5,3,3,4,3,4,3,2,2,2,2,2,2,3,4,3,4,3,2,3,0,,,,,,,,,,,0,,,4,,1,
185,542,1,2,1,197,16,2,155.0,60.0,24.97398543184183,,3,3,3,4,11,,4,1,1,5,5,2,3,5,5,3,3,5,5,3,3,1,3,4,1,5,1,1,4,5,1,1,4,5,5,5,5,1,5,5,3,1,3,1,5,2,5,5,5,5,3,3,2,3,5,3,5,2,1,1,1,5,1,1,1,1,1,3,3,1,1,1,2,1,1,1,5,1,1,,2,1,3,4,1,4,2,,5,3,5,1,1,3,1,5,3,3,1,5,5,4,5,5,5,,,4,5,3,5,4,5,3,1,3,1,5,5,,5,5,5,3,1,1,1,2,1,5,1,3,4,1,5,5,1,3,4,4,1,5,2,3,5,5,1,1,5,5,2,2,1,5,1,1,3,1,1,1,3,3,,,,,,,,,,,2,,,,Y,2,59
186,543,1,1,2,210,17,2,168.0,80.0,28.344671201814062,4,,3,2,4,13,2,3,3,4,4,4,3,4,4,3,4,3,3,4,4,4,3,4,4,3,3,3,3,4,2,3,5,4,2,4,3,4,4,3,4,4,4,4,1,2,3,4,5,5,5,5,4,5,5,5,5,4,4,3,2,1,4,3,1,2,3,3,5,4,3,2,3,5,4,5,5,3,4,2,3,2,1,2,2,5,4,3,,5,3,5,5,1,1,3,1,1,1,5,1,4,4,4,4,3,,,1,3,2,3,1,1,1,1,1,5,5,2,2,5,3,2,1,1,,,,5,5,2,5,5,1,5,5,5,5,5,1,1,5,1,1,5,5,1,3,1,2,1,5,5,5,1,3,4,5,1,1,5,0,,,,1,,,,,,,2,,,4,Y,1,59
187,544,1,1,2,197,16,2,163.0,60.0,22.582709172343712,,,3,2,4,12,2,4,3,3,1,3,1,3,4,,4,2,2,5,3,2,2,2,3,3,4,,2,1,3,2,2,4,3,3,3,,2,4,,4,3,1,1,,4,5,5,5,5,1,4,4,2,5,3,4,4,,1,1,3,1,1,1,1,1,2,4,1,2,1,2,1,3,1,1,1,1,1,2,2,2,1,4,5,2,,,4,4,2,1,1,5,5,1,,2,5,4,3,,3,3,,,4,5,3,3,,,4,1,4,1,5,5,,2,2,1,2,2,1,2,1,4,3,3,2,5,1,4,5,2,5,5,3,5,2,5,4,2,5,4,5,3,5,1,2,4,4,2,4,4,4,1,1,,3,,3,1,,,,,3,,3,2,,,,Y,1,59
188,545,1,1,2,210,17,2,178.0,61.0,19.252619618735007,3,3,2,3,4,14,1,4,3,5,3,5,5,4,5,5,3,5,5,5,4,4,1,1,5,1,5,1,5,1,4,4,2,3,4,3,3,3,3,3,4,1,1,1,1,2,5,5,5,5,5,1,2,1,1,3,1,2,5,4,3,5,1,5,3,4,1,4,5,,3,5,5,5,3,5,5,5,3,3,3,1,1,1,1,4,5,3,,1,1,5,2,1,1,1,1,1,5,5,5,5,5,3,5,5,,,2,5,5,5,2,4,1,5,1,4,5,5,5,5,5,5,5,5,3,5,5,1,2,1,3,3,1,1,1,3,2,1,5,2,1,2,3,3,5,5,3,2,4,3,3,2,5,2,2,3,2,1,2,2,,4,4,4,4,4,4,4,,4,4,2,,,2,N,1,59
189,547,2,2,2,210,17,2,165.0,56.0,20.569329660238754,1,2,2,,,,3,3,3,3,2,2,2,5,2,1,2,2,5,5,2,2,1,2,5,1,2,2,1,5,1,5,4,1,1,1,4,4,5,1,1,2,1,1,1,3,4,4,3,2,3,1,1,2,1,1,1,1,2,4,4,4,1,4,1,3,5,3,4,4,5,1,5,2,5,5,5,1,5,3,3,2,2,2,5,1,4,5,,1,2,2,4,1,1,1,5,1,1,2,1,3,4,2,4,4,,,3,4,3,4,5,5,3,5,5,3,3,5,3,3,3,1,1,1,5,3,1,2,5,1,5,3,3,3,2,3,3,1,3,3,4,3,5,2,5,2,5,4,5,5,1,4,2,3,5,4,3,1,4,5,,,,,,,,,,,,2,,,4,N,1,59
190,548,1,1,2,191,15,2,158.0,69.0,27.639801313892,1,3,1,3,4,10,4,3,4,5,4,5,,5,4,,1,1,,,,,5,,5,1,5,1,5,1,1,3,3,1,4,1,5,1,5,5,4,5,3,1,1,,2,4,4,5,5,1,1,1,4,5,1,5,5,5,3,2,3,3,4,2,4,2,5,1,5,5,5,5,5,5,5,1,5,4,5,2,2,5,2,1,1,5,,1,3,1,4,3,5,4,2,5,1,1,1,1,1,1,4,4,,,1,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,1,,1,2,1,1,1,1,4,3,2,5,4,3,4,5,1,5,5,5,3,5,4,1,4,2,4,5,4,4,1,5,5,0,,,3,3,,2,2,,3,3,1,,,4,N,1,59
191,554,1,1,2,156,13,1,155.0,45.0,18.730489073881373,2,4,1,3,1,,4,3,2,5,1,5,5,5,3,,2,2,2,3,5,3,1,4,2,5,3,5,3,1,,3,4,4,3,3,5,,5,5,4,4,1,1,1,2,4,5,5,1,3,1,2,3,2,4,2,1,4,5,4,1,4,4,3,3,4,3,5,4,5,5,5,1,5,3,5,4,3,4,5,5,2,3,5,5,5,1,,1,1,3,4,1,2,4,3,1,1,5,4,5,2,,5,3,,,3,5,2,4,5,4,3,4,2,1,4,5,5,4,4,3,2,3,5,,3,5,4,1,4,5,1,3,4,3,4,3,5,2,1,2,2,5,5,4,5,5,5,5,2,3,4,5,5,4,5,4,1,1,1,3,2,4,3,4,3,,1,3,4,5,,,5,Y,1,
192,555,1,1,2,209,17,2,161.0,46.0,17.746228926353147,,3,3,4,4,14,1,3,4,3,5,4,5,5,4,3,4,4,4,3,5,3,4,5,3,5,3,5,,4,3,3,4,4,4,4,5,5,1,5,,4,3,2,1,5,5,5,5,5,5,4,5,3,3,5,2,5,4,4,4,3,2,4,1,4,3,4,3,4,3,4,4,4,3,5,4,3,3,4,3,5,5,3,5,3,5,5,,1,1,1,4,1,1,4,3,3,5,5,5,2,3,3,5,5,,,2,4,3,4,4,3,3,2,3,2,2,3,3,4,4,2,2,2,4,3,3,5,3,4,3,5,1,1,2,4,5,3,5,5,5,2,3,3,5,3,4,3,5,1,3,4,2,4,3,3,5,1,2,4,1,,3,,,1,4,3,1,3,2,0,,,5,Y,1,68
193,557,1,1,2,140,11,1,152.0,38.0,16.44736842105263,2,2,2,2,1,,1,3,4,4,1,4,4,5,3,4,4,5,1,5,5,3,3,5,3,5,3,4,3,4,4,5,5,4,3,4,5,4,5,4,3,5,3,4,2,0,0,2,2,2,2,2,2,2,2,2,2,2,3,4,3,5,2,3,1,5,1,5,1,3,3,4,3,4,4,5,5,4,2,3,2,5,3,2,4,4,4,4,,1,1,2,4,1,1,1,1,1,1,3,2,3,2,4,3,4,,,4,4,3,5,3,3,2,3,3,3,2,3,3,3,4,3,2,2,4,4,4,2,4,3,1,4,1,4,2,2,3,2,1,2,4,2,3,4,5,3,5,5,5,3,3,1,4,3,4,4,3,3,3,3,0,2,3,3,4,2,4,1,1,3,,6,,,5,Y,1,92
194,558,1,1,2,238,19,3,167.0,46.0,16.493958191401628,4,3,2,4,4,12,1,4,3,3,5,4,4,5,4,3,5,4,5,3,2,4,4,4,5,2,4,2,4,4,4,4,3,3,5,4,4,4,2,4,3,3,1,3,1,5,2,5,5,5,5,1,2,3,4,4,2,3,4,4,4,1,2,4,2,2,2,2,5,4,2,4,4,3,3,2,4,5,2,4,4,4,2,2,2,4,5,1,,4,4,5,4,3,3,2,2,4,5,3,4,3,4,3,5,5,,,4,5,4,5,2,2,2,1,2,4,5,4,5,4,5,4,4,4,4,2,2,1,2,4,2,3,5,4,2,3,3,2,2,2,5,2,1,5,3,2,1,2,2,1,3,1,4,2,3,3,2,2,3,2,0,4,4,4,4,4,4,4,4,4,4,0,,,3,N,1,68
195,559,1,1,2,154,12,1,153.0,40.0,17.087444999786406,2,,3,,4,12,3,4,4,3,5,5,3,5,4,2,3,2,3,4,1,5,3,2,4,1,4,2,5,1,4,2,3,3,5,5,5,3,5,5,5,4,1,3,1,,1,3,3,2,3,1,4,5,2,1,1,1,3,,4,5,1,3,5,5,5,5,5,,5,,4,5,5,3,5,1,4,4,,4,3,2,5,1,2,4,,1,1,1,5,1,1,1,5,1,1,5,1,3,1,2,4,5,,,4,5,3,5,1,1,1,3,3,4,4,4,2,5,3,1,3,4,5,4,4,5,5,5,5,2,2,5,2,2,5,2,2,1,5,3,1,5,5,1,5,5,5,5,4,3,4,1,5,4,3,2,3,4,0,4,,4,4,1,4,1,,4,4,5,,,5,Y,1,60
196,561,1,1,2,239,19,3,175.0,85.0,27.755102040816325,4,4,3,4,4,12,2,3,4,4,2,3,3,4,1,3,2,4,2,4,3,2,2,2,4,2,3,2,4,1,3,4,5,4,4,4,4,4,5,3,3,3,4,4,1,4,2,5,4,5,5,1,1,3,1,3,1,1,2,4,3,2,1,3,3,2,4,2,5,3,3,4,3,4,5,4,4,1,4,,4,4,3,2,4,3,2,3,,3,3,3,4,3,3,2,4,4,5,4,4,3,2,2,4,3,,,2,3,2,4,2,4,4,3,2,4,4,4,5,5,3,2,2,3,3,3,4,2,4,1,4,3,1,4,1,3,3,2,2,4,5,4,3,2,4,3,4,3,5,4,3,5,2,3,4,3,2,4,4,3,0,4,4,1,4,4,4,4,4,4,4,-2,SHS,,4,Y,1,13
